Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
DRM47;18.1;Low Fat;0.178694026;Dairy;158.9288;OUT018;2009;Medium;Tier 3;Supermarket Type2;1571.288
FDS46;9.8;Low Fat;0.178622919;Fruits and Vegetables;177.937;OUT010;1998;;Tier 3;Grocery Store;176.437
FDB35;19.1;Low Fat;0.178272728;Household;172.4422;OUT017;2007;;Tier 2;Supermarket Type1;1551.9798
FDX21;18.1;Low Fat;0.17824575;Dairy;158.1288;OUT049;1999;Medium;Tier 1;Supermarket Type1;3299.7048
NCU05;;Regular;0.178210285;Meat;95.7752;OUT027;1985;Medium;Tier 3;Supermarket Type3;3930.8832
NCR38;;Low Fat;0.178192864;Dairy;54.9956;OUT019;1985;Small;Tier 1;Grocery Store;109.1912
NCR18;19.1;Low Fat;0.177992139;Household;173.1422;OUT018;2009;Medium;Tier 3;Supermarket Type2;2931.5174
NCU41;8.43;Low Fat;0.177971115;Household;174.0422;OUT049;1999;Medium;Tier 1;Supermarket Type1;2069.3064
FDY56;12.3;Regular;0.17797002;Fruits and Vegetables;173.1396;OUT010;1998;;Tier 3;Grocery Store;697.7584
DRJ51;8.43;Low Fat;0.177694846;Household;171.1422;OUT046;1997;Small;Tier 1;Supermarket Type1;2586.633
FDK21;8.43;Low Fat;0.177661246;Household;170.5422;OUT035;2004;Small;Tier 2;Supermarket Type1;3621.2862
FDY25;19.1;Low Fat;0.177629525;Household;173.9422;OUT045;2002;;Tier 2;Supermarket Type1;2414.1908
FDU44;19.1;LF;0.177545624;Household;172.4422;OUT049;1999;Medium;Tier 1;Supermarket Type1;3621.2862
FDL43;;Low Fat;0.177354373;Baking Goods;46.6744;OUT019;1985;Small;Tier 1;Grocery Store;135.8232
FDF05;19.1;Low Fat;0.177270016;Household;174.0422;OUT046;1997;Small;Tier 1;Supermarket Type1;1724.422
DRF15;19.1;Low Fat;0.177236497;Household;172.3422;OUT035;2004;Small;Tier 2;Supermarket Type1;2586.633
FDL20;19.85;LF;0.176991029;Fruits and Vegetables;221.5772;OUT017;2007;;Tier 2;Supermarket Type1;3558.0352
FDV32;;Low Fat;0.176834351;Household;172.1422;OUT027;1985;Medium;Tier 3;Supermarket Type3;5000.8238
FDJ34;6.59;Low Fat;0.176748258;Fruits and Vegetables;82.7908;OUT010;1998;;Tier 3;Grocery Store;83.8908
FDG08;11.1;Low Fat;0.176573035;Baking Goods;157.4604;OUT045;2002;;Tier 2;Supermarket Type1;3010.7476
FDQ04;;Low Fat;0.176411579;Household;173.2422;OUT027;1985;Medium;Tier 3;Supermarket Type3;2069.3064
FDW13;19.85;Low Fat;0.17635245;Fruits and Vegetables;220.8772;OUT045;2002;;Tier 2;Supermarket Type1;4225.1668
NCI17;15.6;Regular;0.176244038;Snack Foods;173.6764;OUT010;1998;;Tier 3;Grocery Store;515.3292
FDY03;11.1;Low Fat;0.176215665;Baking Goods;158.8604;OUT046;1997;Small;Tier 1;Supermarket Type1;2693.8268
FDS12;11.1;Low Fat;0.176182345;Baking Goods;158.1604;OUT035;2004;Small;Tier 2;Supermarket Type1;1901.5248
FDJ55;16.2;Low Fat;0.176175402;Health and Hygiene;184.0608;OUT017;2007;;Tier 2;Supermarket Type1;2021.3688
DRK01;5.655;LF;0.176070535;Soft Drinks;144.0102;OUT017;2007;;Tier 2;Supermarket Type1;1749.7224
FDG28;11.1;Low Fat;0.176069023;Baking Goods;156.7604;OUT013;1987;High;Tier 3;Supermarket Type1;1901.5248
FDY38;19.85;LF;0.175995526;Fruits and Vegetables;224.0772;OUT046;1997;Small;Tier 1;Supermarket Type1;1556.6404
FDN01;14;Regular;0.175991929;Frozen Foods;140.7812;OUT010;1998;;Tier 3;Grocery Store;142.4812
NCR54;19.85;Low Fat;0.175962247;Fruits and Vegetables;223.0772;OUT035;2004;Small;Tier 2;Supermarket Type1;1779.0176
FDG29;16.2;Low Fat;0.175898114;Health and Hygiene;183.7608;OUT018;2009;Medium;Tier 3;Supermarket Type2;2940.1728
FDG24;19.85;Low Fat;0.175849067;Fruits and Vegetables;222.0772;OUT013;1987;High;Tier 3;Supermarket Type1;2001.3948
FDG59;5.655;Low Fat;0.175793413;Soft Drinks;146.9102;OUT018;2009;Medium;Tier 3;Supermarket Type2;1749.7224
FDM28;17.6;Low Fat;0.175545889;Snack Foods;163.6868;OUT010;1998;;Tier 3;Grocery Store;163.7868
FDW04;;Low Fat;0.175362333;Baking Goods;158.9604;OUT027;1985;Medium;Tier 3;Supermarket Type3;4436.8912
FDS26;5.655;Low Fat;0.175352413;Soft Drinks;147.4102;OUT049;1999;Medium;Tier 1;Supermarket Type1;2478.7734
FDQ56;9.3;Low Fat;0.175336471;Snack Foods;107.0964;OUT017;2007;;Tier 2;Supermarket Type1;1472.7496
FDK51;;low fat;0.17514326;Fruits and Vegetables;222.3772;OUT027;1985;Medium;Tier 3;Supermarket Type3;9562.2196
FDL22;9.1;Low Fat;0.175103435;Baking Goods;127.5362;OUT017;2007;;Tier 2;Supermarket Type1;4655.9394
FDH19;9.3;Low Fat;0.175060504;Snack Foods;106.7964;OUT018;2009;Medium;Tier 3;Supermarket Type2;525.982
FDY55;5.655;LF;0.175047104;Soft Drinks;146.9102;OUT035;2004;Small;Tier 2;Supermarket Type1;1895.5326
FDY03;11.65;Low Fat;0.175033524;Dairy;55.5298;OUT017;2007;;Tier 2;Supermarket Type1;647.1576
FDK21;5.655;Low Fat;0.174934513;Soft Drinks;145.0102;OUT013;1987;High;Tier 3;Supermarket Type1;1895.5326
FDZ10;;Regular;0.1748389;Fruits and Vegetables;142.8786;OUT019;1985;Small;Tier 1;Grocery Store;433.4358
FDZ32;9.1;Low Fat;0.174827835;Baking Goods;127.2362;OUT018;2009;Medium;Tier 3;Supermarket Type2;1635.8706
NCZ18;9.3;Low Fat;0.174703862;Snack Foods;104.0964;OUT045;2002;;Tier 2;Supermarket Type1;1788.3388
NCF07;17.7;Low Fat;0.174644552;Fruits and Vegetables;113.2834;OUT049;1999;Medium;Tier 1;Supermarket Type1;1727.751
DRE49;9.3;Low Fat;0.174621343;Snack Foods;104.2964;OUT049;1999;Medium;Tier 1;Supermarket Type1;1998.7316
FDJ08;9.035;Regular;0.174450933;Meat;151.0708;OUT017;2007;;Tier 2;Supermarket Type1;2708.4744
FDT39;9.3;Low Fat;0.174350275;Snack Foods;104.4964;OUT046;1997;Small;Tier 1;Supermarket Type1;2419.5172
FDE08;17.7;Low Fat;0.174340475;Fruits and Vegetables;116.6834;OUT035;2004;Small;Tier 2;Supermarket Type1;3570.6854
NCD06;;Low Fat;0.174336148;Health and Hygiene;184.0608;OUT027;1985;Medium;Tier 3;Supermarket Type3;6431.628
FDB57;9.3;Low Fat;0.174317307;Snack Foods;106.7964;OUT035;2004;Small;Tier 2;Supermarket Type1;841.5712
NCT54;;Low Fat;0.174232377;Soft Drinks;146.6102;OUT027;1985;Medium;Tier 3;Supermarket Type3;1895.5326
DRF49;17.7;Low Fat;0.174228338;Fruits and Vegetables;117.1834;OUT013;1987;High;Tier 3;Supermarket Type1;691.1004
FDM25;9.035;Regular;0.17417636;Meat;148.9708;OUT018;2009;Medium;Tier 3;Supermarket Type2;2257.062
FDF20;6.63;reg;0.174110803;Baking Goods;166.85;OUT010;1998;;Tier 3;Grocery Store;499.35
FDH27;9.1;Low Fat;0.174085625;Baking Goods;124.6362;OUT035;2004;Small;Tier 2;Supermarket Type1;2390.8878
FDV60;11.65;Low Fat;0.174049032;Dairy;52.9298;OUT046;1997;Small;Tier 1;Supermarket Type1;647.1576
FDY59;9.1;Low Fat;0.173973652;Baking Goods;126.5362;OUT013;1987;High;Tier 3;Supermarket Type1;1761.7068
FDK36;11.65;Low Fat;0.173904193;Dairy;52.3298;OUT013;1987;High;Tier 3;Supermarket Type1;269.649
NCM31;11.5;Low Fat;0.173867958;Fruits and Vegetables;128.8652;OUT045;2002;;Tier 2;Supermarket Type1;1291.652
FDE33;15.1;Low Fat;0.173833129;Snack Foods;196.511;OUT045;2002;;Tier 2;Supermarket Type1;4713.864
FDU36;9.035;Regular;0.173821519;Meat;151.4708;OUT045;2002;;Tier 2;Supermarket Type1;2407.5328
FDV13;15.2;Regular;0.173703549;Fruits and Vegetables;175.8054;OUT010;1998;;Tier 3;Grocery Store;1050.6324
FDV20;;Regular;0.173587926;Dairy;60.0194;OUT019;1985;Small;Tier 1;Grocery Store;123.8388
NCQ54;;Low Fat;0.173574402;Household;214.0902;OUT019;1985;Small;Tier 1;Grocery Store;1061.951
FDO23;15.6;Low Fat;0.173573164;Fruits and Vegetables;114.4518;OUT017;2007;;Tier 2;Supermarket Type1;2390.8878
DRE60;;Low Fat;0.173529036;Fruits and Vegetables;113.2834;OUT027;1985;Medium;Tier 3;Supermarket Type3;4376.9692
DRP47;;Low Fat;0.173527068;Fruits and Vegetables;92.0462;OUT019;1985;Small;Tier 1;Grocery Store;277.6386
FDB21;11.5;Low Fat;0.173516063;Fruits and Vegetables;128.1652;OUT046;1997;Small;Tier 1;Supermarket Type1;2454.1388
FDR04;11.5;LF;0.173483253;Fruits and Vegetables;129.0652;OUT035;2004;Small;Tier 2;Supermarket Type1;3487.4604
FDX23;15.1;Low Fat;0.173481304;Snack Foods;194.511;OUT046;1997;Small;Tier 1;Supermarket Type1;4910.275
FDX19;16;Regular;0.173462841;Snack Foods;157.6972;OUT018;2009;Medium;Tier 3;Supermarket Type2;2960.1468
FDD40;;Low Fat;0.173324207;Frozen Foods;39.9164;OUT019;1985;Small;Tier 1;Grocery Store;38.6164
FDA01;;Low Fat;0.173206192;Dairy;53.3298;OUT027;1985;Medium;Tier 3;Supermarket Type3;1078.596
FDS33;19;Regular;0.173154079;Fruits and Vegetables;228.272;OUT010;1998;;Tier 3;Grocery Store;452.744
FDM50;12.5;Low Fat;0.17314115;Household;168.4448;OUT010;1998;;Tier 3;Grocery Store;170.4448
FDB29;16;Regular;0.173109453;Snack Foods;155.2972;OUT045;2002;;Tier 2;Supermarket Type1;3894.93
FDF46;16;Regular;0.173027688;Snack Foods;155.2972;OUT049;1999;Medium;Tier 1;Supermarket Type1;3583.3356
FDA33;15.6;Low Fat;0.172946916;Fruits and Vegetables;114.1518;OUT045;2002;;Tier 2;Supermarket Type1;1821.6288
FDC08;5.635;Low Fat;0.172856719;Baking Goods;148.205;OUT010;1998;;Tier 3;Grocery Store;449.415
FDB53;16;Regular;0.172759093;Snack Foods;157.0972;OUT046;1997;Small;Tier 1;Supermarket Type1;4673.916
FDY31;;Low Fat;0.172641213;Snack Foods;195.111;OUT027;1985;Medium;Tier 3;Supermarket Type3;5303.097
DRQ35;;Regular;0.172629683;Meat;148.4708;OUT027;1985;Medium;Tier 3;Supermarket Type3;3761.77
FDX36;16;Regular;0.172615327;Snack Foods;154.5972;OUT013;1987;High;Tier 3;Supermarket Type1;1869.5664
DRD13;15.6;Low Fat;0.172596885;Fruits and Vegetables;114.8518;OUT046;1997;Small;Tier 1;Supermarket Type1;2163.1842
FDC52;15.6;Low Fat;0.172453254;Fruits and Vegetables;115.1518;OUT013;1987;High;Tier 3;Supermarket Type1;683.1108
FDB45;18.6;Regular;0.172446822;Meat;47.1376;OUT017;2007;;Tier 2;Supermarket Type1;767.0016
NCK19;9.17;Low Fat;0.172365428;Baking Goods;144.847;OUT010;1998;;Tier 3;Grocery Store;572.588
FDV51;14.65;Low Fat;0.172357491;Fruits and Vegetables;50.8692;OUT017;2007;;Tier 2;Supermarket Type1;788.3072
FDZ35;;Low Fat;0.172309903;Meat;98.2042;OUT019;1985;Small;Tier 1;Grocery Store;198.4084
NCW17;9.395;Regular;0.172042892;Fruits and Vegetables;139.9838;OUT017;2007;;Tier 2;Supermarket Type1;1966.7732
FDV59;20.25;Regular;0.171938781;Canned;92.512;OUT010;1998;;Tier 3;Grocery Store;186.424
DRH39;18.25;Regular;0.17179432;Dairy;154.663;OUT017;2007;;Tier 2;Supermarket Type1;2659.871
FDN60;11.5;LF;0.171779865;Snack Foods;126.0704;OUT018;2009;Medium;Tier 3;Supermarket Type2;1627.2152
FDU55;;Low Fat;0.171761077;Fruits and Vegetables;115.7518;OUT027;1985;Medium;Tier 3;Supermarket Type3;5351.0346
FDN58;18.6;Regular;0.17174348;Meat;48.8376;OUT049;1999;Medium;Tier 1;Supermarket Type1;1294.3152
FDC41;18.25;Regular;0.171523928;Dairy;155.863;OUT018;2009;Medium;Tier 3;Supermarket Type2;2346.945
FDO01;9.395;Regular;0.171422166;Fruits and Vegetables;139.1838;OUT045;2002;;Tier 2;Supermarket Type1;1685.8056
NCO43;;Low Fat;0.171417316;Soft Drinks;173.0738;OUT019;1985;Small;Tier 1;Grocery Store;347.5476
FDQ07;14.65;Low Fat;0.17138805;Fruits and Vegetables;50.7692;OUT046;1997;Small;Tier 1;Supermarket Type1;1034.6532
FDF28;;Low Fat;0.171383506;Canned;50.5324;OUT019;1985;Small;Tier 1;Grocery Store;207.7296
FDM01;14.65;Low Fat;0.171355643;Fruits and Vegetables;47.6692;OUT035;2004;Small;Tier 2;Supermarket Type1;739.038
FDY49;18.6;Regular;0.17133418;Meat;48.8376;OUT013;1987;High;Tier 3;Supermarket Type1;287.6256
FDR24;14.65;Low Fat;0.171281641;Hard Drinks;54.0614;OUT017;2007;;Tier 2;Supermarket Type1;1160.4894
NCY18;14.65;Low Fat;0.171245426;Fruits and Vegetables;50.3692;OUT013;1987;High;Tier 3;Supermarket Type1;591.2304
NCY30;18.25;Regular;0.171174491;Dairy;156.463;OUT045;2002;;Tier 2;Supermarket Type1;938.778
FDJ22;18.25;Regular;0.171093639;Dairy;155.663;OUT049;1999;Medium;Tier 1;Supermarket Type1;2034.019
DRI37;11.5;Low Fat;0.171050595;Snack Foods;126.3704;OUT035;2004;Small;Tier 2;Supermarket Type1;3880.2824
FDL27;11.8;Regular;0.170977155;Canned;117.0834;OUT018;2009;Medium;Tier 3;Supermarket Type2;1842.9344
NCO30;18.25;Regular;0.170795745;Dairy;154.463;OUT035;2004;Small;Tier 2;Supermarket Type1;2190.482
NCB07;14.65;Low Fat;0.170663661;Hard Drinks;56.4614;OUT045;2002;;Tier 2;Supermarket Type1;1436.7964
FDX25;;Regular;0.170646494;Meat;46.3376;OUT027;1985;Medium;Tier 3;Supermarket Type3;2109.2544
FDP59;11.8;Regular;0.170548238;Canned;113.8834;OUT049;1999;Medium;Tier 1;Supermarket Type1;1382.2008
FDR59;20.7;Low Fat;0.170500183;Canned;184.1266;OUT018;2009;Medium;Tier 3;Supermarket Type2;1659.8394
FDT27;;Regular;0.170382726;Frozen Foods;45.2718;OUT019;1985;Small;Tier 1;Grocery Store;47.2718
DRI01;19.25;Low Fat;0.170348551;Dairy;55.7956;OUT010;1998;;Tier 3;Grocery Store;163.7868
FDU09;;Low Fat;0.170254469;Snack Foods;124.8704;OUT027;1985;Medium;Tier 3;Supermarket Type3;2127.8968
FDH26;11.8;Regular;0.170251293;Canned;116.4834;OUT035;2004;Small;Tier 2;Supermarket Type1;1958.1178
FDH27;;Regular;0.170246782;Fruits and Vegetables;141.5838;OUT027;1985;Medium;Tier 3;Supermarket Type3;3231.1274
FDN39;;Low Fat;0.170213676;Dairy;89.5856;OUT019;1985;Small;Tier 1;Grocery Store;175.7712
FDH40;;Regular;0.170186628;Snack Foods;159.0262;OUT019;1985;Small;Tier 1;Grocery Store;159.1262
FDJ56;14.65;Low Fat;0.170176516;Hard Drinks;55.2614;OUT013;1987;High;Tier 3;Supermarket Type1;718.3982
DRN47;20.7;Low Fat;0.170152831;Canned;182.6266;OUT045;2002;;Tier 2;Supermarket Type1;2581.9724
NCO17;11.8;Regular;0.170141787;Canned;116.7834;OUT013;1987;High;Tier 3;Supermarket Type1;2303.668
FDX60;20.7;Low Fat;0.170072462;Canned;183.8266;OUT049;1999;Medium;Tier 1;Supermarket Type1;1844.266
FDT22;;Regular;0.170000805;Dairy;155.963;OUT027;1985;Medium;Tier 3;Supermarket Type3;4537.427
FDX26;;Low Fat;0.169943195;Health and Hygiene;116.2492;OUT019;1985;Small;Tier 1;Grocery Store;115.8492
FDG45;20.7;Low Fat;0.169776346;Canned;184.4266;OUT035;2004;Small;Tier 2;Supermarket Type1;3688.532
FDD44;20.7;Low Fat;0.169667145;Canned;183.5266;OUT013;1987;High;Tier 3;Supermarket Type1;4426.2384
FDS15;12.85;Low Fat;0.169405699;Frozen Foods;46.106;OUT017;2007;;Tier 2;Supermarket Type1;792.302
FDL51;12.85;Low Fat;0.169139066;Frozen Foods;46.406;OUT018;2009;Medium;Tier 3;Supermarket Type2;186.424
FDL32;7.155;Regular;0.169137707;Breads;35.2874;OUT017;2007;;Tier 2;Supermarket Type1;388.1614
FDZ07;;Regular;0.168901843;Dairy;43.4086;OUT019;1985;Small;Tier 1;Grocery Store;44.6086
NCW53;7.155;Regular;0.168871496;Breads;34.3874;OUT018;2009;Medium;Tier 3;Supermarket Type2;670.4606
NCA54;9.895;Low Fat;0.168780385;Soft Drinks;236.8564;OUT017;2007;;Tier 2;Supermarket Type1;4767.128
FDX09;;LF;0.168780127;Soft Drinks;197.8768;OUT019;1985;Small;Tier 1;Grocery Store;197.0768
FDO51;12.85;Low Fat;0.16871476;Frozen Foods;47.306;OUT049;1999;Medium;Tier 1;Supermarket Type1;1071.938
FDW49;18.85;Low Fat;0.168531813;Household;192.5136;OUT017;2007;;Tier 2;Supermarket Type1;2916.204
FDB27;7.155;Regular;0.168527463;Breads;33.6874;OUT045;2002;;Tier 2;Supermarket Type1;1023.3346
FDF45;;Low Fat;0.168455549;Snack Foods;211.0612;OUT019;1985;Small;Tier 1;Grocery Store;418.1224
FDV02;17.35;Low Fat;0.168329848;Household;176.7712;OUT017;2007;;Tier 2;Supermarket Type1;2812.3392
FDY28;12.85;Low Fat;0.168312678;Frozen Foods;45.906;OUT013;1987;High;Tier 3;Supermarket Type1;885.514
FDX31;18.85;Low Fat;0.168266556;Household;195.5136;OUT018;2009;Medium;Tier 3;Supermarket Type2;1749.7224
FDR43;9.895;Low Fat;0.16817143;Soft Drinks;237.7564;OUT045;2002;;Tier 2;Supermarket Type1;3813.7024
FDP51;7.155;Regular;0.168154574;Breads;33.7874;OUT035;2004;Small;Tier 2;Supermarket Type1;882.185
FDL52;17.35;Low Fat;0.168064909;Household;176.2712;OUT018;2009;Medium;Tier 3;Supermarket Type2;1230.3984
FDR44;18.85;Low Fat;0.167844438;Household;193.9136;OUT049;1999;Medium;Tier 1;Supermarket Type1;3110.6176
FDB34;9.895;LF;0.167831064;Soft Drinks;237.4564;OUT046;1997;Small;Tier 1;Supermarket Type1;715.0692
FDC50;9.895;Low Fat;0.167799329;Soft Drinks;239.4564;OUT035;2004;Small;Tier 2;Supermarket Type1;5243.8408
FDT57;;Low Fat;0.167725251;Frozen Foods;128.3678;OUT019;1985;Small;Tier 1;Grocery Store;127.1678
FDP22;17.35;Low Fat;0.167722519;Household;176.3712;OUT045;2002;;Tier 2;Supermarket Type1;1054.6272
DRE49;20.7;Regular;0.16767231;Fruits and Vegetables;124.2388;OUT010;1998;;Tier 3;Grocery Store;247.6776
FDM40;18.85;Low Fat;0.16758389;Household;194.6136;OUT046;1997;Small;Tier 1;Supermarket Type1;2721.7904
FDY32;18.85;Low Fat;0.167552202;Household;193.1136;OUT035;2004;Small;Tier 2;Supermarket Type1;2332.9632
FDW07;18.85;Low Fat;0.167444431;Household;194.6136;OUT013;1987;High;Tier 3;Supermarket Type1;1166.4816
FDU02;17.35;Low Fat;0.167383061;Household;175.6712;OUT046;1997;Small;Tier 1;Supermarket Type1;2812.3392
NCF18;17.35;Low Fat;0.167351411;Household;176.0712;OUT035;2004;Small;Tier 2;Supermarket Type1;2109.2544
FDQ56;7.235;Low Fat;0.167316771;Snack Foods;197.5452;OUT010;1998;;Tier 3;Grocery Store;195.7452
FDN58;17.35;Low Fat;0.167243769;Household;176.2712;OUT013;1987;High;Tier 3;Supermarket Type1;2988.1104
FDG35;10.1;Low Fat;0.167155198;Soft Drinks;241.7512;OUT046;1997;Small;Tier 1;Supermarket Type1;5331.7264
FDY34;;Low Fat;0.166609517;Baking Goods;157.6604;OUT019;1985;Small;Tier 1;Grocery Store;316.9208
NCE19;;Low Fat;0.166572501;Household;176.1712;OUT027;1985;Medium;Tier 3;Supermarket Type3;3691.1952
NCK31;15.75;Low Fat;0.166513779;Dairy;38.0506;OUT018;2009;Medium;Tier 3;Supermarket Type2;265.6542
NCJ29;15.75;Low Fat;0.166174549;Dairy;37.4506;OUT045;2002;;Tier 2;Supermarket Type1;1062.6168
FDT59;13.15;Regular;0.166032929;Fruits and Vegetables;170.8764;OUT018;2009;Medium;Tier 3;Supermarket Type2;2233.0932
NCX41;15.75;Low Fat;0.165838224;Dairy;36.6506;OUT046;1997;Small;Tier 1;Supermarket Type1;607.2096
FDU45;13.15;Regular;0.165694678;Fruits and Vegetables;171.8764;OUT045;2002;;Tier 2;Supermarket Type1;3779.0808
FDW24;12.85;Low Fat;0.165694219;Frozen Foods;39.7164;OUT010;1998;;Tier 3;Grocery Store;231.6984
FDF22;13.15;Regular;0.165616415;Fruits and Vegetables;172.6764;OUT049;1999;Medium;Tier 1;Supermarket Type1;2061.3168
FDM60;13.15;Regular;0.165328057;Fruits and Vegetables;170.6764;OUT035;2004;Small;Tier 2;Supermarket Type1;3435.528
FDR02;13.15;Regular;0.165221717;Fruits and Vegetables;172.0764;OUT013;1987;High;Tier 3;Supermarket Type1;4466.1864
DRP35;;Regular;0.165101585;Fruits and Vegetables;87.7882;OUT019;1985;Small;Tier 1;Grocery Store;515.3292
FDS48;8.88;Low Fat;0.165073642;Household;207.727;OUT010;1998;;Tier 3;Grocery Store;209.727
NCZ42;;Low Fat;0.164966345;Soft Drinks;189.4872;OUT019;1985;Small;Tier 1;Grocery Store;189.0872
FDZ38;;Low Fat;0.164864915;Household;255.2698;OUT019;1985;Small;Tier 1;Grocery Store;761.0094
FDH19;10.8;Low Fat;0.164724567;Meat;98.4042;OUT010;1998;;Tier 3;Grocery Store;99.2042
NCB55;8.05;Regular;0.164679597;Dairy;112.1518;OUT046;1997;Small;Tier 1;Supermarket Type1;1252.3698
FDC15;8.05;Regular;0.164542555;Dairy;112.2518;OUT013;1987;High;Tier 3;Supermarket Type1;1707.777
FDF11;;Regular;0.164438907;Frozen Foods;188.4214;OUT019;1985;Small;Tier 1;Grocery Store;376.8428
FDW35;;Regular;0.164391573;Fruits and Vegetables;62.8194;OUT019;1985;Small;Tier 1;Grocery Store;61.9194
FDB44;12.35;Low Fat;0.164274416;Household;119.8124;OUT045;2002;;Tier 2;Supermarket Type1;2133.2232
NCC06;12.35;Low Fat;0.164196823;Household;120.5124;OUT049;1999;Medium;Tier 1;Supermarket Type1;2133.2232
FDR04;;Low Fat;0.164006137;Snack Foods;113.2834;OUT019;1985;Small;Tier 1;Grocery Store;575.917
FDB17;12.35;Low Fat;0.163941937;Household;117.0124;OUT046;1997;Small;Tier 1;Supermarket Type1;1540.6612
FDW43;12.35;Low Fat;0.163910938;Household;119.2124;OUT035;2004;Small;Tier 2;Supermarket Type1;1303.6364
FDA27;7.85;Low Fat;0.163902159;Hard Drinks;143.3444;OUT017;2007;;Tier 2;Supermarket Type1;1596.5884
NCU41;;Regular;0.163882129;Dairy;113.2518;OUT027;1985;Medium;Tier 3;Supermarket Type3;3415.554
FDY56;8.5;low fat;0.163838951;Canned;51.3324;OUT010;1998;;Tier 3;Grocery Store;311.5944
FDV39;12.35;Low Fat;0.163805509;Household;117.6124;OUT013;1987;High;Tier 3;Supermarket Type1;3910.9092
FDN32;17.75;LF;0.163548055;Health and Hygiene;239.3196;OUT010;1998;;Tier 3;Grocery Store;723.0588
FDW07;;Low Fat;0.163350221;Snack Foods;120.2124;OUT019;1985;Small;Tier 1;Grocery Store;474.0496
FDZ27;18.2;Low Fat;0.16334971;Health and Hygiene;45.1086;OUT049;1999;Medium;Tier 1;Supermarket Type1;669.129
FDW23;7.85;Low Fat;0.163310805;Hard Drinks;143.5444;OUT045;2002;;Tier 2;Supermarket Type1;3628.61
FDU01;7.85;Low Fat;0.163233667;Hard Drinks;144.6444;OUT049;1999;Medium;Tier 1;Supermarket Type1;2467.4548
FDF10;10.85;Low Fat;0.163160327;Snack Foods;107.4622;OUT017;2007;;Tier 2;Supermarket Type1;1693.7952
DRH03;;Low Fat;0.163148041;Household;116.6124;OUT027;1985;Medium;Tier 3;Supermarket Type3;3199.8348
FDW27;18.2;Low Fat;0.163096139;Health and Hygiene;43.0086;OUT046;1997;Small;Tier 1;Supermarket Type1;758.3462
DRI13;18.2;Low Fat;0.1630653;Health and Hygiene;43.3086;OUT035;2004;Small;Tier 2;Supermarket Type1;758.3462
NCR05;7.85;Low Fat;0.162980276;Hard Drinks;145.2444;OUT046;1997;Small;Tier 1;Supermarket Type1;1451.444
FDB29;18.2;Low Fat;0.162960415;Health and Hygiene;43.5086;OUT013;1987;High;Tier 3;Supermarket Type1;1070.6064
FDL51;10.85;Low Fat;0.162903525;Snack Foods;104.9622;OUT018;2009;Medium;Tier 3;Supermarket Type2;1482.0708
FDB11;19;Regular;0.162882227;Frozen Foods;46.8718;OUT010;1998;;Tier 3;Grocery Store;189.0872
FDI35;;Low Fat;0.162856593;Household;54.5956;OUT019;1985;Small;Tier 1;Grocery Store;218.3824
FDX08;10.85;Low Fat;0.162571649;Snack Foods;107.4622;OUT045;2002;;Tier 2;Supermarket Type1;529.311
FDP59;13.8;Low Fat;0.162462044;Dairy;55.893;OUT010;1998;;Tier 3;Grocery Store;226.372
NCJ18;15.2;Low Fat;0.162462044;Health and Hygiene;117.6492;OUT010;1998;;Tier 3;Grocery Store;347.5476
FDJ41;7.855;Regular;0.162461219;Baking Goods;39.2848;OUT017;2007;;Tier 2;Supermarket Type1;857.5504
FDU08;21.1;Regular;0.162418495;Fruits and Vegetables;64.9168;OUT017;2007;;Tier 2;Supermarket Type1;639.168
FDS09;15;Regular;0.162348584;Canned;185.9266;OUT017;2007;;Tier 2;Supermarket Type1;4610.665
DRH15;;Low Fat;0.162248011;Household;160.4604;OUT019;1985;Small;Tier 1;Grocery Store;316.9208
NCV17;10.85;Low Fat;0.162242617;Snack Foods;107.8622;OUT046;1997;Small;Tier 1;Supermarket Type1;1058.622
NCO54;10.85;Low Fat;0.162211939;Snack Foods;107.0622;OUT035;2004;Small;Tier 2;Supermarket Type1;741.0354
FDE24;7.855;Regular;0.162205516;Baking Goods;36.2848;OUT018;2009;Medium;Tier 3;Supermarket Type2;1155.8288
